sample	country	region	source	date	iso_year	iso_week_nr	iso_week	ST	note	nomenclature_code_2023-03-28	MST-4x1.0	MST-7x1.0	MST-15x1.0	pct_called	QUAL_called
sample_0162	C	B6	clinical	2018-09-10	2018	37	2018W37	1	not_real_data_test_only	C35-S333-S413-C	singleton_413	singleton_333	singleton_220	0.9885583524027459	PASS
sample_0163	A	A5	clinical	2018-05-10	2018	19	2018W19	219	not_real_data_test_only	C25-S282-S362-A	singleton_362	singleton_282	singleton_169	0.9914187643020596	PASS
sample_0164	B	B7	clinical	2018-05-10	2018	19	2018W19	1	not_real_data_test_only	C35-S293-S373-B	singleton_373	singleton_293	singleton_180	0.9954233409610984	PASS
sample_0165	A	A6	clinical	2018-01-10	2018	2	2018W02	6	not_real_data_test_only	C24-S317-S397-A	singleton_397	singleton_317	singleton_204	0.9948512585812356	PASS
sample_0166	C	B7	clinical	2018-01-10	2018	2	2018W02	7	not_real_data_test_only	C29-C77-S27-C	singleton_27	cluster_77	cluster_57	0.9965675057208238	PASS
sample_0167	B		clinical	2018-09-27	2018	39	2018W39	1	not_real_data_test_only	C35-S286-S366-B	singleton_366	singleton_286	singleton_173	0.9954233409610984	PASS
sample_0168	C		clinical	2018-09-16	2018	37	2018W37	1	not_real_data_test_only	C35-C93-C1-C	cluster_1	cluster_93	cluster_64	0.9942791762013728	PASS
sample_0169	A	A7	clinical	2018-07-09	2018	28	2018W28	2	not_real_data_test_only	C30-C52-C65-A	cluster_65	cluster_52	cluster_37	0.9954233409610984	PASS
sample_0170	B	B1	clinical	2018-08-18	2018	33	2018W33	16	not_real_data_test_only	C19-C26.1-C31.1-B	cluster_31.1	cluster_26.1	cluster_19	0.9834096109839816	PASS
sample_0171	C	B1	clinical	2018-08-17	2018	33	2018W33	16	not_real_data_test_only	C19-C26.1-C31.1-C	cluster_31.1	cluster_26.1	cluster_19	0.9959954233409613	PASS
sample_0172	A	A8	clinical	2018-07-28	2018	30	2018W30	378	not_real_data_test_only	C12-C44-C56-A	cluster_56	cluster_44	cluster_31	0.9959954233409613	PASS
sample_0173	B	B2	clinical	2018-07-27	2018	30	2018W30	9	not_real_data_test_only	C26-S365-S50-B	singleton_50	singleton_365	cluster_88	0.9965675057208238	PASS
sample_0174	C	B2	clinical	2018-07-25	2018	30	2018W30	378	not_real_data_test_only	C12-C44-C56-C	cluster_56	cluster_44	cluster_31	0.9959954233409613	PASS
sample_0175	A	A9	clinical	2018-07-23	2018	30	2018W30	1	not_real_data_test_only	C35-C92-S45-A	singleton_45	cluster_92	cluster_105	0.9937070938215103	PASS
sample_0176	B	B3	clinical	2018-07-20	2018	29	2018W29	217	not_real_data_test_only	C28-S66-S144-B	singleton_144	singleton_66	cluster_89	0.9965675057208238	PASS
sample_0177	C	B3	clinical	2018-07-13	2018	28	2018W28	1	not_real_data_test_only	C35-C82-C58-C	cluster_58	cluster_82	cluster_58	0.9959954233409613	PASS
sample_0178	A		clinical	2018-03-07	2018	10	2018W10	378	not_real_data_test_only	C12-S99-S179-A	singleton_179	singleton_99	cluster_95	0.9525171624713958	PASS
sample_0179	B	B4	clinical	2018-01-07	2018	1	2018W01	87	not_real_data_test_only	C14-C106-C3-B	cluster_3	cluster_106	cluster_100	0.9942791762013728	PASS
sample_0180	A	A1	clinical	2018-06-19	2018	25	2018W25	7	not_real_data_test_only	C29-C77-C95-A	cluster_95	cluster_77	cluster_57	0.9937070938215103	PASS
sample_0181	C	B4	clinical	2018-06-19	2018	25	2018W25	6	not_real_data_test_only	C24-S257-S337-C	singleton_337	singleton_257	singleton_144	0.9742562929061784	PASS
sample_0182	B	B5	clinical	2018-06-18	2018	25	2018W25	1	not_real_data_test_only	C35-C93-C38-B	cluster_38	cluster_93	cluster_64	0.9839816933638444	PASS
sample_0183	C	B5	clinical	2018-06-15	2018	24	2018W24	9	not_real_data_test_only	-C				0.9433638443935928	excluded
sample_0184	A	A2	clinical	2018-10-06	2018	40	2018W40	16	not_real_data_test_only	-A				0.9496567505720824	excluded
sample_0185	B	B6	clinical	2018-07-06	2018	27	2018W27	1	not_real_data_test_only	C35-S35-S111-B	singleton_111	singleton_35	cluster_79	0.9885583524027459	PASS
sample_0186	C	B6	clinical	2018-04-06	2018	14	2018W14	1	not_real_data_test_only	C35-C92-S46-C	singleton_46	cluster_92	cluster_105	0.9908466819221968	PASS
sample_0187	A	A3	clinical	2018-05-15	2018	20	2018W20	1	not_real_data_test_only	C35-C93-S71-A	singleton_71	cluster_93	cluster_64	0.96395881006865	PASS
sample_0188	B	B7	clinical	2018-05-14	2018	20	2018W20	1	not_real_data_test_only	C35-C93-S70-B	singleton_70	cluster_93	cluster_64	0.986842105263158	PASS
sample_0189	C	B7	clinical	2018-10-05	2018	40	2018W40	1	not_real_data_test_only	C35-C93-C38-C	cluster_38	cluster_93	cluster_64	0.9919908466819222	PASS
sample_0190	A	A4	clinical	2018-08-05	2018	31	2018W31	1	not_real_data_test_only	C35-C93-C38-A	cluster_38	cluster_93	cluster_64	0.9954233409610984	PASS
sample_0191	B		clinical	2018-04-23	2018	17	2018W17	16	not_real_data_test_only	C19-C26.1-C31.1-B	cluster_31.1	cluster_26.1	cluster_19	0.9959954233409613	PASS
sample_0192	C		clinical	2018-10-04	2018	40	2018W40	2	not_real_data_test_only	C30-S128-S208-C	singleton_208	singleton_128	singleton_15	0.9925629290617848	PASS
sample_0193	A	A5	clinical	2018-09-04	2018	36	2018W36	2	not_real_data_test_only	C30-S320-S400-A	singleton_400	singleton_320	singleton_207	0.9845537757437072	PASS
sample_0194	B	B1	clinical	2018-08-04	2018	31	2018W31	87	not_real_data_test_only	C14-C106-C79-B	cluster_79	cluster_106	cluster_100	0.9965675057208238	PASS
sample_0195	C	B1	clinical	2018-02-04	2018	5	2018W05	1	not_real_data_test_only	C35-C93-C38-C	cluster_38	cluster_93	cluster_64	0.9954233409610984	PASS
sample_0196	A	A6	clinical	2018-03-29	2018	13	2018W13	504	not_real_data_test_only	S4-S351-S431-A	singleton_431	singleton_351	singleton_238	0.9948512585812356	PASS
sample_0197	B	B2	clinical	2018-11-03	2018	44	2018W44	388	not_real_data_test_only	C16-S89-S169-B	singleton_169	singleton_89	cluster_96	0.9965675057208238	PASS
sample_0198	C	B2	clinical	2018-02-25	2018	8	2018W08	2	not_real_data_test_only	C30-C97-C104-C	cluster_104	cluster_97	cluster_91	0.9937070938215103	PASS
sample_0199	A	A7	clinical	2018-02-19	2018	8	2018W08	1	not_real_data_test_only	C35-S316-S396-A	singleton_396	singleton_316	singleton_203	0.9954233409610984	PASS
sample_0200	B	B3	clinical	2018-11-02	2018	44	2018W44	1	not_real_data_test_only	C35-S43-S119-B	singleton_119	singleton_43	cluster_105	0.9959954233409613	PASS
sample_0201	C	B3	clinical	2018-01-27	2018	4	2018W04	1	not_real_data_test_only	C35-S308-S388-C	singleton_388	singleton_308	singleton_195	0.9959954233409613	PASS
sample_0202	A	A8	clinical	2018-01-23	2018	4	2018W04	4	not_real_data_test_only	C34-C84-C100-A	cluster_100	cluster_84	cluster_60	0.9937070938215103	PASS
sample_0203	B	B4	clinical	2018-01-17	2018	3	2018W03	9	not_real_data_test_only	C26-C12-C16-B	cluster_16	cluster_12	cluster_88	0.9959954233409613	PASS
sample_0204	C	B4	clinical	2018-01-17	2018	3	2018W03	9	not_real_data_test_only	C26-C12-C16-C	cluster_16	cluster_12	cluster_88	0.9965675057208238	PASS
sample_0205	A	A9	clinical	2018-01-14	2018	2	2018W02	1	not_real_data_test_only	C35-C93-C1-A	cluster_1	cluster_93	cluster_64	0.9954233409610984	PASS
sample_0206	B	B5	clinical	2018-03-01	2018	9	2018W09	1	not_real_data_test_only	C35-C92-C37-B	cluster_37	cluster_92	cluster_105	0.9948512585812356	PASS
sample_0207	C	B5	clinical	2017-12-24	2017	51	2017W51	1	not_real_data_test_only	C35-S175-S255-C	singleton_255	singleton_175	singleton_61	0.9937070938215103	PASS
sample_0208	A		clinical	2017-11-28	2017	48	2017W48	1	not_real_data_test_only	C35-S165-S245-A	singleton_245	singleton_165	singleton_52	0.9959954233409613	PASS
sample_0209	B	B6	clinical	2017-11-24	2017	47	2017W47	1	not_real_data_test_only	C35-C32-C41-B	cluster_41	cluster_32	cluster_21	0.9931350114416476	PASS
sample_0210	C	B6	clinical	2017-10-18	2017	42	2017W42	2	not_real_data_test_only	C30-C52-C65-C	cluster_65	cluster_52	cluster_37	0.9948512585812356	PASS
sample_0211	A	A1	clinical	2017-04-10	2017	15	2017W15	87	not_real_data_test_only	C14-C106-S5-A	singleton_5	cluster_106	cluster_100	0.9959954233409613	PASS
sample_0212	B	B7	clinical	2017-09-29	2017	39	2017W39	1	not_real_data_test_only	C35-C93-C1-B	cluster_1	cluster_93	cluster_64	0.9937070938215103	PASS
sample_0213	C	B7	clinical	2017-09-22	2017	38	2017W38	1	not_real_data_test_only	C35-C32-C41-C	cluster_41	cluster_32	cluster_21	0.9948512585812356	PASS
sample_0214	A	A2	clinical	2017-09-16	2017	37	2017W37	1	not_real_data_test_only	C35-S203-S283-A	singleton_283	singleton_203	singleton_89	0.9937070938215103	PASS
sample_0215	B		clinical	2017-03-09	2017	10	2017W10	26	not_real_data_test_only	C4-C34-C43-B	cluster_43	cluster_34	cluster_23	0.9977116704805492	PASS
sample_0216	C		clinical	2017-03-09	2017	10	2017W10	1	not_real_data_test_only	C35-C92-C37-C	cluster_37	cluster_92	cluster_105	0.9948512585812356	PASS
sample_0217	A	A3	clinical	2017-08-26	2017	34	2017W34	403	not_real_data_test_only	C7-C47-C60-A	cluster_60	cluster_47	cluster_32	0.9959954233409613	PASS
sample_0218	B	B1	clinical	2017-04-08	2017	14	2017W14	1	not_real_data_test_only	C35-S51-S129-B	singleton_129	singleton_51	cluster_83	0.9959954233409613	PASS
sample_0219	C	B1	clinical	2017-07-30	2017	30	2017W30	1	not_real_data_test_only	C35-C92-C37-C	cluster_37	cluster_92	cluster_105	0.9954233409610984	PASS
sample_0220	A	A4	clinical	2017-07-29	2017	30	2017W30	26	not_real_data_test_only	C4-C34-C43-A	cluster_43	cluster_34	cluster_23	0.9977116704805492	PASS
sample_0221	B	B2	clinical	2017-07-23	2017	29	2017W29	382	not_real_data_test_only	C13-S260-S340-B	singleton_340	singleton_260	singleton_147	0.9971395881006864	PASS
sample_0222	C	B2	clinical	2017-12-07	2017	49	2017W49	26	not_real_data_test_only	C4-C34-C43-C	cluster_43	cluster_34	cluster_23	0.9977116704805492	PASS
sample_0223	A	A5	clinical	2017-06-07	2017	23	2017W23	217	not_real_data_test_only	C28-S254-S334-A	singleton_334	singleton_254	singleton_141	0.9965675057208238	PASS
sample_0224	B	B3	clinical	2017-06-30	2017	26	2017W26	378	not_real_data_test_only	C12-C37-C46-B	cluster_46	cluster_37	cluster_26	0.9954233409610984	PASS
sample_0225	C	B3	clinical	2017-06-25	2017	25	2017W25	378	not_real_data_test_only	C12-C99-C105-C	cluster_105	cluster_99	cluster_95	0.9965675057208238	PASS
sample_0226	A	A6	clinical	2017-06-24	2017	25	2017W25	6	not_real_data_test_only	C24-S212-S292-A	singleton_292	singleton_212	singleton_98	0.9977116704805492	PASS
sample_0227	B	B4	clinical	2017-06-20	2017	25	2017W25	1	not_real_data_test_only	C35-S104-S184-B	singleton_184	singleton_104	cluster_44	0.9954233409610984	PASS
sample_0228	C	B4	clinical	2017-06-13	2017	24	2017W24	87	not_real_data_test_only	C14-C106-C79-C	cluster_79	cluster_106	cluster_100	0.9954233409610984	PASS
sample_0229	A	A7	clinical	2017-12-06	2017	49	2017W49	6	not_real_data_test_only	C24-S140-S220-A	singleton_220	singleton_140	singleton_27	0.9977116704805492	PASS
sample_0230	B	B5	clinical	2017-11-06	2017	45	2017W45	378	not_real_data_test_only	C12-C37-C46-B	cluster_46	cluster_37	cluster_26	0.9954233409610984	PASS
sample_0231	C	B5	clinical	2017-10-06	2017	40	2017W40	217	not_real_data_test_only	C28-S210-S290-C	singleton_290	singleton_210	singleton_96	0.9931350114416476	PASS
sample_0232	A	A8	clinical	2017-05-18	2017	20	2017W20	8	not_real_data_test_only	C21-S152-S232-A	singleton_232	singleton_152	singleton_39	0.9954233409610984	PASS
sample_0233	B	B6	clinical	2017-05-17	2017	20	2017W20	6	not_real_data_test_only	C24-C102-C74-B	cluster_74	cluster_102	cluster_67	0.9931350114416476	PASS
sample_0234	C	B6	clinical	2017-05-16	2017	20	2017W20	6	not_real_data_test_only	C24-C102-C74-C	cluster_74	cluster_102	cluster_67	0.9971395881006864	PASS
sample_0235	A	A9	clinical	2017-08-05	2017	31	2017W31	121	not_real_data_test_only	C31-C80-S21-A	singleton_21	cluster_80	cluster_87	0.9977116704805492	PASS
sample_0236	B	B7	clinical	2017-06-05	2017	23	2017W23	16	not_real_data_test_only	C19-C26.1-C31.1-B	cluster_31.1	cluster_26.1	cluster_19	0.9959954233409613	PASS
sample_0237	C	B7	clinical	2017-03-30	2017	13	2017W13	1	not_real_data_test_only	C35-S78-S156-C	singleton_156	singleton_78	cluster_105	0.9959954233409613	PASS
sample_0238	A		clinical	2017-03-24	2017	12	2017W12	6	not_real_data_test_only	C24-C102-C101-A	cluster_101	cluster_102	cluster_67	0.9971395881006864	PASS
sample_0239	B		clinical	2017-03-23	2017	12	2017W12	87	not_real_data_test_only	C14-C61-C75-B	cluster_75	cluster_61	cluster_100	0.9959954233409613	PASS
sample_0240	C		clinical	2017-03-13	2017	11	2017W11	26	not_real_data_test_only	C4-C34-C43-C	cluster_43	cluster_34	cluster_23	0.9965675057208238	PASS
sample_0241	A	A1	clinical	2017-02-19	2017	7	2017W07	1	not_real_data_test_only	C35-C93-C1-A	cluster_1	cluster_93	cluster_64	0.9942791762013728	PASS
sample_0242	B	B1	clinical	2017-01-25	2017	4	2017W04	121	not_real_data_test_only	C31-S227-S307-B	singleton_307	singleton_227	singleton_113	0.998283752860412	PASS
sample_0243	C	B1	clinical	2016-11-22	2016	47	2016W47	1	not_real_data_test_only	C35-S341-S421-C	singleton_421	singleton_341	singleton_228	0.9959954233409613	PASS
sample_0244	A	A2	clinical	2016-10-25	2016	43	2016W43	1	not_real_data_test_only	C35-C92-C37-A	cluster_37	cluster_92	cluster_105	0.9954233409610984	PASS
sample_0245	B	B2	clinical	2016-06-10	2016	23	2016W23	388	not_real_data_test_only	C16-S167-S247-B	singleton_247	singleton_167	singleton_54	0.9959954233409613	PASS
sample_0246	C	B2	clinical	2016-06-09	2016	23	2016W23	1	not_real_data_test_only	C35-C92-C37-C	cluster_37	cluster_92	cluster_105	0.9954233409610984	PASS
sample_0247	A	A3	clinical	2016-08-27	2016	34	2016W34	219	not_real_data_test_only	C25-S239-S319-A	singleton_319	singleton_239	singleton_125	0.9971395881006864	PASS
sample_0248	B	B3	clinical	2016-11-08	2016	45	2016W45	378	not_real_data_test_only	C12-C89-S26-B	singleton_26	cluster_89	cluster_95	0.9959954233409613	PASS
sample_0249	A	A4	clinical	2016-07-14	2016	28	2016W28	87	not_real_data_test_only	C14-S207-S287-A	singleton_287	singleton_207	singleton_93	0.9954233409610984	PASS
sample_0250	C	B3	clinical	2016-07-14	2016	28	2016W28	87	not_real_data_test_only	C14-C106-C79-C	cluster_79	cluster_106	cluster_100	0.9931350114416476	PASS
sample_0251	B	B4	clinical	2016-06-25	2016	25	2016W25	6	not_real_data_test_only	C24-C109-S72-B	singleton_72	cluster_109	cluster_107	0.9959954233409613	PASS
sample_0252	C	B4	clinical	2016-06-15	2016	24	2016W24	1	not_real_data_test_only	C35-C45-C57-C	cluster_57	cluster_45	cluster_84	0.9959954233409613	PASS
sample_0253	A	A5	clinical	2016-09-06	2016	36	2016W36	1	not_real_data_test_only	C35-C93-C1-A	cluster_1	cluster_93	cluster_64	0.9954233409610984	PASS
sample_0254	B	B5	clinical	2016-08-06	2016	31	2016W31	1	not_real_data_test_only	C35-S198-S278-B	singleton_278	singleton_198	singleton_84	0.9954233409610984	PASS
sample_0255	A	A6	clinical	2016-05-24	2016	21	2016W21	2	not_real_data_test_only	C30-S124-S204-A	singleton_204	singleton_124	singleton_11	0.9959954233409613	PASS
sample_0256	C	B5	clinical	2016-05-24	2016	21	2016W21	2	not_real_data_test_only	C30-C74-C91-C	cluster_91	cluster_74	cluster_55	0.9959954233409613	PASS
sample_0257	B	B6	clinical	2016-05-19	2016	20	2016W20	121	not_real_data_test_only	C31-C80-C51-B	cluster_51	cluster_80	cluster_87	0.9977116704805492	PASS
sample_0258	C	B6	clinical	2016-05-19	2016	20	2016W20	155	not_real_data_test_only	C33-S82-S162-C	singleton_162	singleton_82	cluster_99	0.998283752860412	PASS
sample_0259	A	A7	clinical	2016-08-04	2016	31	2016W31	1	not_real_data_test_only	C35-S13-S89-A	singleton_89	singleton_13	cluster_102	0.9954233409610984	PASS
sample_0260	B	B7	clinical	2016-02-04	2016	5	2016W05	217	not_real_data_test_only	C28-S230-S310-B	singleton_310	singleton_230	singleton_116	0.9965675057208238	PASS
sample_0261	C	B7	clinical	2016-01-04	2016	1	2016W01	219	not_real_data_test_only	C25-S86-S166-C	singleton_166	singleton_86	cluster_24	0.9971395881006864	PASS
sample_0262	A	A8	clinical	2016-02-22	2016	8	2016W08	87	not_real_data_test_only	C14-C61-C75-A	cluster_75	cluster_61	cluster_100	0.9959954233409613	PASS
sample_0263	B		clinical	2016-09-02	2016	35	2016W35	14	not_real_data_test_only	C1-C11-C15-B	cluster_15	cluster_11	cluster_7	0.998283752860412	PASS
sample_0264	C		clinical	2016-07-02	2016	26	2016W26	14	not_real_data_test_only	C1-C11-C15-C	cluster_15	cluster_11	cluster_7	0.998283752860412	PASS
sample_0265	A	A9	clinical	2016-01-29	2016	4	2016W04	1	not_real_data_test_only	C35-C91-S36-A	singleton_36	cluster_91	cluster_105	0.9954233409610984	PASS
sample_0266	B	B1	clinical	2016-01-20	2016	3	2016W03	121	not_real_data_test_only	C31-S38-S114-B	singleton_114	singleton_38	cluster_87	0.9977116704805492	PASS
sample_0267	C	B1	clinical	2015-12-31	2015	53	2015W53	1	not_real_data_test_only	C35-C62-C76-C	cluster_76	cluster_62	cluster_105	0.9959954233409613	PASS
sample_0268	A		clinical	2015-12-30	2015	53	2015W53	217	not_real_data_test_only	C28-S88-S168-A	singleton_168	singleton_88	cluster_90	0.9965675057208238	PASS
sample_0269	B	B2	clinical	2015-12-28	2015	53	2015W53	1	not_real_data_test_only	C35-C93-C1-B	cluster_1	cluster_93	cluster_64	0.9937070938215103	PASS
sample_0270	C	B2	clinical	2015-03-12	2015	11	2015W11	1	not_real_data_test_only	C35-S153-S233-C	singleton_233	singleton_153	singleton_40	0.9954233409610984	PASS
sample_0271	A	A1	clinical	2015-11-29	2015	48	2015W48	6	not_real_data_test_only	C24-S243-S323-A	singleton_323	singleton_243	singleton_129	0.9965675057208238	PASS
sample_0272	B	B3	clinical	2015-11-25	2015	48	2015W48	388	not_real_data_test_only	C16-C23-C28-B	cluster_28	cluster_23	cluster_17	0.9965675057208238	PASS
sample_0273	C	B3	clinical	2015-11-25	2015	48	2015W48	388	not_real_data_test_only	C16-C23-C28-C	cluster_28	cluster_23	cluster_17	0.9965675057208238	PASS
sample_0274	A	A2	clinical	2015-12-11	2015	50	2015W50	382	not_real_data_test_only	C13-C121-C116-A	cluster_116	cluster_121	cluster_94	0.9971395881006864	PASS
sample_0275	B	B4	clinical	2015-08-11	2015	33	2015W33	382	not_real_data_test_only	C13-C121-C116-B	cluster_116	cluster_121	cluster_94	0.9971395881006864	PASS
sample_0276	A	A3	food	2015-10-30	2015	44	2015W44	121	not_real_data_test_only	C31-C21-S34-A	singleton_34	cluster_21	cluster_15	0.9954233409610984	PASS
sample_0277	B	B5	food	2015-10-30	2015	44	2015W44	121	not_real_data_test_only	C31-S2-S76-B	singleton_76	singleton_2	cluster_5	0.9937070938215103	PASS
sample_0278	C	B4	food	2015-10-30	2015	44	2015W44	4	not_real_data_test_only	C34-S26-S102-C	singleton_102	singleton_26	cluster_78	0.9959954233409613	PASS
sample_0279	C	B5	clinical	2015-09-23	2015	39	2015W39	1	not_real_data_test_only	C35-C30-S66-C	singleton_66	cluster_30	cluster_102	0.9937070938215103	PASS
sample_0280	A	A4	clinical	2015-07-09	2015	28	2015W28	388	not_real_data_test_only	C16-S297-S377-A	singleton_377	singleton_297	singleton_184	0.9931350114416476	PASS
sample_0281	B	B6	clinical	2015-08-15	2015	33	2015W33	na	not_real_data_test_only	C30-C13-C99-B	cluster_99	cluster_13	cluster_8	0.9954233409610984	PASS
sample_0282	C	B6	clinical	2015-04-08	2015	15	2015W15	na	not_real_data_test_only	C35-S16-S92-C	singleton_92	singleton_16	cluster_74	0.9925629290617848	PASS
sample_0283	A	A5	clinical	2015-01-08	2015	2	2015W02	na	not_real_data_test_only	C30-C13-C99-A	cluster_99	cluster_13	cluster_8	0.9954233409610984	PASS
sample_0284	B	B7	clinical	2015-07-18	2015	29	2015W29	8	not_real_data_test_only	C21-C39-C48-B	cluster_48	cluster_39	cluster_103	0.9919908466819222	PASS
sample_0285	C	B7	clinical	2015-07-17	2015	29	2015W29	219	not_real_data_test_only	C25-C125-C120-C	cluster_120	cluster_125	cluster_112	0.9965675057208238	PASS
sample_0286	A	A6	clinical	2015-09-07	2015	37	2015W37	87	not_real_data_test_only	C14-C106-C79-A	cluster_79	cluster_106	cluster_100	0.9954233409610984	PASS
sample_0287	B		clinical	2015-05-07	2015	19	2015W19	87	not_real_data_test_only	C14-S137-S217-B	singleton_217	singleton_137	singleton_24	0.9959954233409613	PASS
sample_0288	C		clinical	2015-06-30	2015	27	2015W27	6	not_real_data_test_only	C24-S292-S372-C	singleton_372	singleton_292	singleton_179	0.9965675057208238	PASS
sample_0289	A	A7	clinical	2015-06-18	2015	25	2015W25	na	not_real_data_test_only	C35-S307-S387-A	singleton_387	singleton_307	singleton_194	0.9959954233409613	PASS
sample_0290	B	B1	clinical	2015-06-15	2015	25	2015W25	6	not_real_data_test_only	C24-S49-S127-B	singleton_127	singleton_49	cluster_107	0.9971395881006864	PASS
sample_0291	C	B1	clinical	2015-06-14	2015	24	2015W24	1	not_real_data_test_only	C35-S237-S317-C	singleton_317	singleton_237	singleton_123	0.9925629290617848	PASS
sample_0292	A	A8	clinical	2015-05-30	2015	22	2015W22	87	not_real_data_test_only	C14-C106-C79-A	cluster_79	cluster_106	cluster_100	0.9937070938215103	PASS
sample_0293	B	B2	clinical	2015-05-26	2015	22	2015W22	1	not_real_data_test_only	C35-C29-C35-B	cluster_35	cluster_29	cluster_84	0.9954233409610984	PASS
sample_0294	C	B2	clinical	2015-05-24	2015	21	2015W21	1	not_real_data_test_only	C35-S174-S254-C	singleton_254	singleton_174	singleton_60	0.9942791762013728	PASS
sample_0295	A	A9	clinical	2015-05-21	2015	21	2015W21	6	not_real_data_test_only	C24-C17-C21-A	cluster_21	cluster_17	cluster_11	0.9954233409610984	PASS
sample_0296	B	B3	clinical	2015-05-18	2015	21	2015W21	1	not_real_data_test_only	C35-S44-S120-B	singleton_120	singleton_44	cluster_105	0.9948512585812356	PASS
sample_0297	C	B3	clinical	2015-12-05	2015	49	2015W49	217	not_real_data_test_only	C28-S279-S359-C	singleton_359	singleton_279	singleton_166	0.9937070938215103	PASS
sample_0298	A		clinical	2015-05-05	2015	19	2015W19	1	not_real_data_test_only	C35-C53-C66-A	cluster_66	cluster_53	cluster_38	0.9948512585812356	PASS
sample_0299	B	B4	clinical	2015-03-05	2015	10	2015W10	29	not_real_data_test_only	C11-C112-S79-B	singleton_79	cluster_112	cluster_92	0.9965675057208238	PASS
sample_0300	C	B4	food	2015-04-29	2015	18	2015W18	na	not_real_data_test_only	C26-S141-S221-C	singleton_221	singleton_141	singleton_28	0.9908466819221968	PASS
sample_0301	A	A1	clinical	2015-04-27	2015	18	2015W18	na	not_real_data_test_only	C24-C111-C109-A	cluster_109	cluster_111	cluster_70	0.9937070938215103	PASS
sample_0302	B	B5	clinical	2015-04-27	2015	18	2015W18	1	not_real_data_test_only	C35-S154-S234-B	singleton_234	singleton_154	singleton_41	0.9954233409610984	PASS
sample_0303	C	B5	clinical	2015-04-24	2015	17	2015W17	8	not_real_data_test_only	C21-C96-S52-C	singleton_52	cluster_96	cluster_103	0.9971395881006864	PASS
sample_0304	A	A2	clinical	2015-11-04	2015	45	2015W45	1	not_real_data_test_only	C35-C53-C66-A	cluster_66	cluster_53	cluster_38	0.9954233409610984	PASS
sample_0305	B	B6	clinical	2015-10-04	2015	40	2015W40	6	not_real_data_test_only	C24-S228-S308-B	singleton_308	singleton_228	singleton_114	0.9977116704805492	PASS
sample_0306	C	B6	clinical	2015-03-16	2015	12	2015W12	388	not_real_data_test_only	C16-S42-S118-C	singleton_118	singleton_42	cluster_81	0.9954233409610984	PASS
sample_0307	A	A3	clinical	2015-03-15	2015	11	2015W11	na	not_real_data_test_only	C1-S64-S142-A	singleton_142	singleton_64	cluster_7	0.9954233409610984	PASS
sample_0308	B	B7	clinical	2015-12-03	2015	49	2015W49	1	not_real_data_test_only	C35-S1-S75-B	singleton_75	singleton_1	cluster_84	0.9942791762013728	PASS
sample_0309	C	B7	clinical	2015-02-25	2015	9	2015W09	6	not_real_data_test_only	C24-C17-C21-C	cluster_21	cluster_17	cluster_11	0.9948512585812356	PASS
sample_0310	A	A4	food	2015-02-18	2015	8	2015W08	6	not_real_data_test_only	C24-C113-C110-A	cluster_110	cluster_113	cluster_71	0.9937070938215103	PASS
sample_0311	B		clinical	2015-09-02	2015	36	2015W36	14	not_real_data_test_only	C1-C11-C15-B	cluster_15	cluster_11	cluster_7	0.998283752860412	PASS
sample_0312	C		clinical	2015-04-02	2015	14	2015W14	1	not_real_data_test_only	C35-C81-C40-C	cluster_40	cluster_81	cluster_84	0.9942791762013728	PASS
sample_0313	A	A5	clinical	2015-01-28	2015	5	2015W05	na	not_real_data_test_only	C25-S250-S330-A	singleton_330	singleton_250	singleton_136	0.9971395881006864	PASS
sample_0314	B	B1	food	2015-01-24	2015	4	2015W04	6	not_real_data_test_only	C24-C113-C110-B	cluster_110	cluster_113	cluster_71	0.9822654462242564	PASS
sample_0315	A	A6	clinical	2015-01-20	2015	4	2015W04	3	not_real_data_test_only	C32-C83-S8-A	singleton_8	cluster_83	cluster_59	0.9965675057208238	PASS
sample_0316	C	B1	clinical	2015-01-20	2015	4	2015W04	200	not_real_data_test_only	C5-C36-C45-C	cluster_45	cluster_36	cluster_25	0.9971395881006864	PASS
sample_0317	B	B2	food	2015-01-16	2015	3	2015W03	1	not_real_data_test_only	-B				0.9313501144164759	excluded
sample_0318	C	B2	food	2015-01-16	2015	3	2015W03	1	not_real_data_test_only	C35-S366-S446-C	singleton_446	singleton_366	singleton_139	0.9942791762013728	PASS
sample_0319	A	A7	clinical	2015-08-01	2015	31	2015W31	1	not_real_data_test_only	C35-C62-C76-A	cluster_76	cluster_62	cluster_105	0.9959954233409613	PASS
sample_0320	B	B3	food	2014-12-15	2014	51	2014W51	121	not_real_data_test_only	C31-S202-S282-B	singleton_282	singleton_202	singleton_88	0.9948512585812356	PASS
sample_0321	A	A8	food	2014-04-12	2014	15	2014W15	7	not_real_data_test_only	C2-C16-C20-A	cluster_20	cluster_16	cluster_10	0.9948512585812356	PASS
sample_0322	C	B3	clinical	2014-04-12	2014	15	2014W15	1	not_real_data_test_only	C35-C42-C54-C	cluster_54	cluster_42	cluster_29	0.9965675057208238	PASS
sample_0323	B	B4	clinical	2014-11-27	2014	48	2014W48	388	not_real_data_test_only	C16-C65-C82-B	cluster_82	cluster_65	cluster_47	0.9959954233409613	PASS
sample_0324	C	B4	clinical	2014-11-17	2014	47	2014W47	1	not_real_data_test_only	C35-C27-C32-C	cluster_32	cluster_27	cluster_102	0.9959954233409613	PASS
