partition	cluster	cluster_length	samples
avg_clade-2x1.0	cluster_351096	1	USA/MI-CDC-QDX47772161/2023|OQ684613.1|2023-03-09
avg_clade-2x1.0	cluster_363002	5	England/PHEP-YYG18DE/2023|2023-03-24,England/PHEP-YYG1UHJ/2023|2023-03-24,England/DHSC-CYFW3HW/2023|2023-03-07,England/DHSC-CYF5FSG/2023|2023-03-14,England/DHSC-CYDQ5KG/2023|2023-03-13
avg_clade-2x1.0	cluster_398878	2	USA/CA-CDC-QDX47870438/2023|OQ705264.1|2023-03-11,USA/CA-CDC-QDX47595141/2023|OQ655451.1|2023-03-04
avg_clade-2x1.0	cluster_352971	109	USA/OR-CDC-QDX48685528/2023|OQ827226.1|2023-03-30,England/QEUH-32702F6B/2023|OX456203.1|2023-03-08,USA/CO-CDPHE-2103798594/2023|OQ698192.1|2023-03-01,USA/CO-CDC-QDX47418300/2023|OQ643970.1|2023-03-01,USA/IL-CDC-LC1036551/2023|OQ852160.1|2023-04-04,USA/UT-UPHL-230407789787/2023|OQ803115.1|2023-03-29,USA/FL-CDC-LC1031721/2023|OQ733511.1|2023-03-13,USA/NJ-CDC-QDX48316309/2023|OQ783668.1|2023-03-25,USA/CA-CDC-QDX48043760/2023|OQ713567.1|2023-03-18,USA/NJ-CDC-QDX48365435/2023|OQ783225.1|2023-03-26,USA/NJ-CDC-QDX48043127/2023|OQ713257.1|2023-03-16,USA/NJ-CDC-QDX48365434/2023|OQ783218.1|2023-03-26,USA/CA-CDC-QDX47594867/2023|OQ655203.1|2023-03-02,England/PHEP-YYG1WP8/2023|2023-04-05,England/PHEP-YYGOQS6/2023|2023-03-18,England/PHEP-YYGPAI7/2023|2023-03-05,England/PHEP-YYGXNIX/2023|2023-03-06,England/PHEP-YYGT9OZ/2023|2023-03-30,England/PHEP-YYGOW7K/2023|2023-03-18,USA/2023-0805/2023|OQ722669.1|2023-03-20,USA/CA-CDC-LC1028387/2023|OQ681811.1|2023-03-10,USA/CA-CDC-QDX48365869/2023|OQ783030.1|2023-03-24,USA/NY-CDC-QDX47920437/2023|OQ712836.1|2023-03-14,USA/AR-CDC-LC1033746/2023|OQ748402.1|2023-03-23,USA/IL-CDC-LC1033398/2023|OQ748430.1|2023-03-24,USA/WA-UW-23030860167/2023|OQ673821.1|2023-03-08,USA/NY-CDC-QDX47492232/2023|OQ654354.1|2023-03-02,USA/TX-CDC-QDX48192815/2023|OQ728749.1|2023-03-21,USA/TX-CDC-QDX48192817/2023|OQ782530.1|2023-03-21,USA/CA-CDC-QDX48193179/2023|OQ728621.1|2023-03-20,USA/CA-CDC-QDX47594906/2023|OQ654533.1|2023-03-02,England/PHEC-YYEWQYB/2023|2023-04-06,England/PHEC-YYEMZTE/2023|2023-03-10,USA/CA-CDC-QDX48637074/2023|OQ825795.1|2023-03-30,USA/CA-CDC-QDX48365615/2023|OQ782483.1|2023-03-21,USA/CA-CDC-QDX48365895/2023|OQ783212.1|2023-03-25,USA/CA-CDC-QDX48094976/2023|OQ728166.1|2023-03-18,USA/IL-CDC-QDX48043902/2023|OQ713550.1|2023-03-18,USA/CA-CDC-VSX-A065066/2023|OQ681366.1|2023-03-13,USA/CA-CDC-QDX48094880/2023|OQ713337.1|2023-03-16,USA/CO-CDPHE-2103798514/2023|OQ698234.1|2023-03-02,USA/CO-CDPHE-2103799843/2023|OQ697805.1|2023-03-04,USA/OH-CDC-QDX47772186/2023|OQ684646.1|2023-03-09,USA/FL-CDC-QDX47771677/2023|OQ704891.1|2023-03-09,USA/WI-CDC-2-6943520/2023|OQ710278.1|2023-03-05,USA/MT-MTPHL-4092153/2023|OQ710320.1|2023-03-21,USA/WI-CDC-QDX47418760/2023|OQ643916.1|2023-03-01,USA/WI-CDC-QDX47542327/2023|OQ655604.1|2023-03-05,USA/WI-CDC-QDX47870759/2023|OQ705659.1|2023-03-13,USA/KS-CDC-QDX48043520/2023|OQ713023.1|2023-03-15,USA/CA-CDC-QDX48043693/2023|OQ713274.1|2023-03-16,USA/IN-CDC-LC1033169/2023|OQ733811.1|2023-03-20,USA/CA-CDC-LC1032980/2023|OQ734112.1|2023-03-23,USA/GA-CDC-QDX48365375/2023|OQ783390.1|2023-03-23,USA/CA-CDC-QDX48464112/2023|OQ783885.1|2023-03-27,USA/TX-CDC-QDX48192780/2023|OQ782448.1|2023-03-21,USA/WA-CDC-UW23040104704/2023|OQ799263.1|2023-04-01,USA/IL-CDC-VSX-A063118/2023|OQ609587.1|2023-03-03,USA/IL-CDC-LC1024463/2023|OQ642965.1|2023-03-03,USA/IL-CDC-QDX48685585/2023|OQ827546.1|2023-04-02,USA/IL-CDC-QDX47493124/2023|OQ654537.1|2023-03-02,USA/AZ00178464/2023|OQ820252.1|2023-04-02,USA/AZ00178495/2023|OQ815821.1|2023-04-05,USA/CA-CDC-QDX48094905/2023|OQ728064.1|2023-03-17,USA/CA-CDC-QDX48094906/2023|OQ713504.1|2023-03-17,England/PHEP-YYGPSZ5/2023|2023-03-01,USA/NV-CDC-QDX48316418/2023|OQ783195.1|2023-03-25,USA/NV-CDC-QDX48316412/2023|OQ783484.1|2023-03-24,USA/CA-CDC-QDX48464137/2023|OQ783996.1|2023-03-27,USA/CA-CDC-QDX48094758/2023|OQ727794.1|2023-03-15,USA/CA-CDC-QDX48008071/2023|OQ712749.1|2023-03-13,USA/PA-CDC-LC1030058/2023|OQ712169.1|2023-03-13,USA/CA-CDC-QDX47870537/2023|OQ705361.1|2023-03-12,USA/NJ-PHEL-V23009416/2023|OQ857465.1|2023-03-29,USA/OH-CDC-QDX48685160/2023|OQ827616.1|2023-04-02,USA/CA-CDC-QDX47870199/2023|OQ704766.1|2023-03-08,USA/AZ-CDC-LC1035184/2023|OQ808334.1|2023-03-28,USA/PA-CDC-QDX48636826/2023|OQ827489.1|2023-04-01,USA/TX-CDC-QDX48496758/2023|OQ825237.1|2023-03-27,USA/MN-MDH-35072/2023|OQ856940.1|2023-04-05,USA/MI-CDC-QDX48587616/2023|OQ825850.1|2023-03-31,USA/MN-MDH-34974/2023|OQ801231.1|2023-03-16,USA/MI-CDC-QDX48316669/2023|OQ782933.1|2023-03-23,USA/WA-CDC-UW23032399943/2023|OQ833342.1|2023-03-23,USA/WA-CDC-UW23032372945/2023|OQ833359.1|2023-03-23,USA/CA-CDC-LC1033913/2023|OQ748586.1|2023-03-29,USA/CA-CDC-LC1033917/2023|OQ748594.1|2023-03-29,USA/CA-CDC-QDX48008035/2023|OQ712799.1|2023-03-14,USA/AZ-CDC-LC1029048/2023|OQ699319.1|2023-03-07,USA/CA-CDPH-6000015346/2023|OQ822751.1|2023-03-04,USA/AZ-2023-0833/2023|OQ725707.1|2023-03-13,USA/NJ-CDC-QDX47973687/2023|OQ713040.1|2023-03-15,USA/NJ-CDC-QDX48043264/2023|OQ713487.1|2023-03-17,USA/WA-UW-23030283901/2023|OQ673777.1|2023-03-02,USA/WA-UW-23030203421/2023|OQ673793.1|2023-03-02,USA/WA-UW-23030263765/2023|OQ673736.1|2023-03-02,USA/IN-CDC-LC1032656/2023|OQ733689.1|2023-03-16,USA/WA-S22890/2023|OQ738437.1|2023-03-08,USA/WA-S22887/2023|OQ738434.1|2023-03-07,USA/CA-CDC-QDX47870259/2023|OQ704977.1|2023-03-09,USA/WA-CDC-UW23031346585/2023|OQ704405.1|2023-03-13,USA/WA-UW-23030656973/2023|OQ673694.1|2023-03-06,USA/IL-CDC-LC1028734/2023|OQ681675.1|2023-03-08,USA/VA-CDC-VSX-A064287/2023|OQ651546.1|2023-03-04,USA/CA-CDC-LC1026737/2023|OQ660683.1|2023-03-03,USA/CA-CDC-QDX47542155/2023|OQ654414.1|2023-03-02,USA/WA-CDC-UW23030879989/2023|OQ674617.1|2023-03-08,USA/WA-CDC-UW23030176063/2023|OQ625973.1|2023-03-01,USA/GA-CDC-VSX-A063144/2023|OQ609590.1|2023-03-03
avg_clade-2x1.0	cluster_356646	3	USA/NJ-CDC-QDX48586974/2023|OQ827071.1|2023-03-29,USA/MN-CDC-LC1029030/2023|OQ699308.1|2023-03-07,USA/CA-MCPHL-23-00859/2023|OQ623820.1|2023-03-02
avg_clade-2x1.0	cluster_403439	11	England/PHEP-YYGX6RS/2023|2023-03-08,England/PHEP-YYG1WR3/2023|2023-03-26,England/PHEP-YYG1DEN/2023|2023-03-22,England/DHSC-CY8YKR5/2023|2023-03-21,England/DHSC-CYFN36I/2023|2023-03-15,England/PHEP-YYGTKD8/2023|2023-03-20,England/PHEP-YYG1GPI/2023|2023-03-26,England/DHSC-CYG95B1/2023|2023-03-21,England/BRBR-32705A3A/2023|OX458066.1|2023-03-13,England/BRBR-32705706/2023|OX457519.1|2023-03-13,England/PHEP-YYGT8GR/2023|2023-03-22
avg_clade-2x1.0	cluster_347130	1	USA/MA-CDC-LC1026641/2023|OQ661310.1|2023-03-09
avg_clade-2x1.0	singleton_243183	1	England/PHEC-YYEWK8Z/2023|2023-04-11
avg_clade-2x1.0	cluster_351481	4	USA/MA-CDCBI-CRSP_AJPVCJFAJYUBQC5C/2023|OQ727616.1|2023-03-11,USA/MA-CDCBI-CRSP_EBO2HDAEFZFLXQ2O/2023|OQ727630.1|2023-03-11,USA/MA-CDCBI-CRSP_YNGVXRDXL6JIEBL2/2023|OQ727718.1|2023-03-11,USA/NY-CDC-QDX47869873/2023|OQ705173.1|2023-03-11
avg_clade-2x1.0	cluster_332410	2	USA/OKPHL0026385/2023|OQ630371.1|2023-03-01,USA/OKPHL0026386/2023|OQ630286.1|2023-03-01
avg_clade-2x1.0	cluster_358952	7	England/PHEP-YYG1UZU/2023|2023-03-27,England/PHEP-YYG14TA/2023|2023-04-14,England/PHEP-YYGURQU/2023|2023-04-10,England/PHEP-YYG1ZHF/2023|2023-04-12,England/PHEC-YYEWM19/2023|2023-04-10,England/PHEC-YYEWPZU/2023|2023-04-12,England/PHEP-YYGTXO8/2023|2023-03-28
avg_clade-2x1.0	cluster_348087	2	USA/NJ-CDC-LC1032337/2023|OQ734343.1|2023-03-25,USA/NJ-PHEL-V23008881/2023|OQ731635.1|2023-03-16
avg_clade-2x1.0	cluster_358798	1	USA/FL-CDC-LC1027989/2023|OQ661163.1|2023-03-08
avg_clade-2x1.0	cluster_390830	1	CHN/GXGuigangCDC-0010/2023|C_AA003349.1|2023-03-25
avg_clade-2x1.0	cluster_392109	1	England/PHEC-YYEQB4G/2023|2023-03-17
avg_clade-2x1.0	cluster_345826	16	USA/WA-CDC-UW23031555354/2023|OQ704446.1|2023-03-15,USA/FL-CDC-QDX48316506/2023|OQ783176.1|2023-03-25,USA/FL-CDC-QDX48316526/2023|OQ782829.1|2023-03-22,USA/NC-CDC-LC1030397/2023|OQ712408.1|2023-03-17,USA/NY-CDC-QDX47594552/2023|OQ655757.1|2023-03-06,USA/NJ-CDC-QDX47594303/2023|OQ655323.1|2023-03-03,CHN/TJCDC20230331-14/2023|C_AA002630.1|2023-03-16,USA/CA-CDC-QDX48366085/2023|OQ782881.1|2023-03-23,USA/NY-CDC-LC1030066/2023|OQ712132.1|2023-03-13,CHN/SH-HG20230327-121/2023|C_AA004770.1|2023-03-26,England/PHEC-YYEON74/2023|2023-03-23,England/PHEP-YYGTQUN/2023|2023-03-23,USA/IL-CDC-QDX48043849/2023|OQ713358.1|2023-03-17,USA/WI-CDC-LC1027006/2023|OQ660747.1|2023-03-05,England/PHEC-YYEP15I/2023|2023-03-12,England/PHEC-YYEKSRG/2023|2023-03-07
avg_clade-2x1.0	cluster_304724	2	Scotland/SCOT-27378/2023|OX457832.1|2023-03-02,England/QEUH-326F64A8/2023|OX455076.1|2023-03-01
avg_clade-2x1.0	cluster_306843	11	Scotland/SCOT-27461/2023|OX457183.1|2023-03-07,Scotland/SCOT-27745/2023|OX460677.1|2023-03-07,Scotland/SCOT-27543/2023|OX459152.1|2023-03-07,Scotland/SCOT-27972/2023|OX462436.1|2023-03-10,Scotland/SCOT-27982/2023|OX462413.1|2023-03-10,Scotland/SCOT-27972/2023|2023-03-10,Scotland/SCOT-27982/2023|2023-03-10,Scotland/SCOT-29547/2023|2023-04-03,Scotland/SCOT-28065/2023|OX462641.1|2023-03-13,Scotland/SCOT-28986/2023|OX463358.1|2023-03-29,Scotland/SCOT-28986/2023|2023-03-29
avg_clade-2x1.0	cluster_305058	2	Switzerland/AG-UHB-USB_2023_03_27_d755d268/2023|OX460533.1|2023-03-16,Switzerland/BS-UHB-USB_2023_04_11_c01137ee/2023|OX464126.1|2023-03-29
avg_clade-2x1.0	cluster_352204	3	USA/CA-CDC-LC1035402/2023|OQ808495.1|2023-04-01,CHN/ZJCDC793/2023|C_AA009657.1|2023-04-07,CHN/ZJCDC802/2023|C_AA009666.1|2023-04-07
avg_clade-2x1.0	cluster_343638	1	England/PHEC-YYEMPC7/2023|2023-03-11
avg_clade-2x1.0	cluster_344060	1	Scotland/SCOT-28916/2023|OX463426.1|2023-03-13
avg_clade-2x1.0	cluster_392538	1	USA/NY-CDC-QDX48366038/2023|OQ783577.1|2023-03-25
avg_clade-2x1.0	cluster_398318	1	USA/PA-CDC-QDX47418107/2023|OQ643902.1|2023-03-01
avg_clade-2x1.0	cluster_305729	4	Wales/PHWC-PKQB14/2023|2023-03-11,Northern_Ireland/NIRE-02032a/2023|2023-03-08,Northern_Ireland/NIRE-020383/2023|2023-03-15,Northern_Ireland/NIRE-020388/2023|2023-03-13
avg_clade-2x1.0	cluster_373950	1	England/QEUH-326F0277/2023|2023-03-01
avg_clade-2x1.0	cluster_354896	5	USA/NY-CDC-LC1030243/2023|OQ712105.1|2023-03-10,USA/NY-CDC-QDX47696447/2023|OQ684441.1|2023-03-08,USA/NY-CDC-QDX48316172/2023|OQ782847.1|2023-03-22,USA/NY-CDC-LC1032353/2023|OQ734179.1|2023-03-23,USA/NY-CDC-VSX-A064984/2023|OQ691840.1|2023-03-15
avg_clade-2x1.0	singleton_252524	1	England/PHEC-YYEM1J6/2023|2023-03-12
avg_clade-2x1.0	cluster_365228	1	USA/UT-UPHL-230310392819/2023|OQ740391.1|2023-03-01
avg_clade-2x1.0	cluster_377592	16	England/PHEC-YYEUXBY/2023|2023-04-04,England/BRBR-32716AFA/2023|2023-03-30,England/PHEC-YYEWZ8K/2023|2023-04-10,England/PHEC-YYEX8C5/2023|2023-03-15,England/BRBR-326F6E13/2023|OX455451.1|2023-03-05,England/BRBR-32713BEB/2023|OX461388.1|2023-03-26,England/BRBR-32713BEB/2023|2023-03-26,England/BRBR-3270926B/2023|OX458692.1|2023-03-16,England/BRBR-3270926B/2023|2023-03-16,England/BRBR-3270768F/2023|OX457764.1|2023-03-16,England/BRBR-327095CC/2023|OX458823.1|2023-03-15,England/BRBR-327096E7/2023|OX458765.1|2023-03-16,England/BRBR-327099FD/2023|OX458406.1|2023-03-16,England/BRBR-327095CC/2023|2023-03-15,England/BRBR-327099FD/2023|2023-03-16,England/BRBR-327096E7/2023|2023-03-16
avg_clade-2x1.0	cluster_305738	2	USA/TX-CDC-QDX48043381/2023|OQ727769.1|2023-03-15,USA/NY-CDC-QDX48685264/2023|OQ827787.1|2023-04-03
avg_clade-2x1.0	cluster_345213	11	England/BRBR-32713E00/2023|OX462208.1|2023-03-24,England/BRBR-32713E00/2023|2023-03-24,England/PHEP-YYGO7O5/2023|2023-03-20,England/BRBR-32713FC1/2023|2023-03-24,England/BRBR-32714142/2023|OX461276.1|2023-03-24,England/BRBR-32713D30/2023|OX462151.1|2023-03-24,England/BRBR-32714142/2023|2023-03-24,England/BRBR-32701E05/2023|OX458116.1|2023-03-12,England/PHEC-YYEKJIO/2023|2023-03-04,England/PHEC-YYEKJ1S/2023|2023-03-04,England/PHEC-YYEKJSQ/2023|2023-03-04
avg_clade-2x1.0	cluster_362913	1	USA/CA-CDC-QDX48094709/2023|OQ727874.1|2023-03-15
avg_clade-2x1.0	singleton_277218	1	USA/WI-CDC-LC1024496/2023|OQ642855.1|2023-03-02
avg_clade-2x1.0	cluster_347654	7	England/PLYM-32704664/2023|OX458231.1|2023-03-12,England/PLYM-3270D5B9/2023|OX459351.1|2023-03-17,England/PLYM-3270533F/2023|OX457829.1|2023-03-12,England/PLYM-3270D5B9/2023|2023-03-17,England/BRBR-327138C6/2023|OX462041.1|2023-03-25,England/BRBR-327138C6/2023|2023-03-25,England/PLYM-32704725/2023|OX458125.1|2023-03-12
avg_clade-2x1.0	cluster_358718	2	USA/TX-CDC-QDX47771534/2023|OQ684935.1|2023-03-11,USA/TX-CDC-QDX47771512/2023|OQ684640.1|2023-03-09
avg_clade-2x1.0	cluster_396436	1	USA/2023-0818/2023|OQ722680.1|2023-03-20
avg_clade-2x1.0	cluster_351488	5	England/PHEP-YYGUYO1/2023|2023-04-07,England/PHEP-YYG1ISU/2023|2023-04-07,England/PHEP-YYGUYWK/2023|2023-04-10,England/PHEP-YYG1SN5/2023|2023-04-06,England/PHEP-YYG1ESY/2023|2023-03-30
avg_clade-2x1.0	cluster_303036	1	England/PLYM-327146E9/2023|OX462194.1|2023-03-28
avg_clade-2x1.0	cluster_388242	2	USA/NY-CDC-QDX48095068/2023|OQ727774.1|2023-03-15,USA/NY-CDC-QDX47492866/2023|OQ654139.1|2023-03-01
avg_clade-2x1.0	cluster_356531	6	USA/FL-CDC-QDX48193234/2023|OQ782277.1|2023-03-19,USA/FL-CDC-LC1025463/2023|OQ643057.1|2023-03-03,USA/NY-CDC-LC1032381/2023|OQ734189.1|2023-03-23,USA/RI-CDC-LC1030906/2023|OQ712375.1|2023-03-17,USA/FL-CDC-QDX47492818/2023|OQ655085.1|2023-03-04,England/PHEC-YYEJ5J3/2023|2023-03-02
avg_clade-2x1.0	cluster_345413	2	England/PHEC-YYEQWQC/2023|2023-03-17,England/PHEC-YYEQ1Z5/2023|2023-03-17
avg_clade-2x1.0	cluster_380897	3	CHN/ZJCDC773/2023|C_AA009637.1|2023-04-02,CHN/ZJCDC731/2023|C_AA008813.1|2023-04-02,CHN/SH-XG2304-2250/2023|C_AA010952.1|2023-04-06
avg_clade-2x1.0	singleton_255925	1	USA/CA-CDC-QDX48365614/2023|OQ782424.1|2023-03-21
avg_clade-2x1.0	singleton_259783	1	USA/OH-CDC-QDX47870732/2023|OQ705317.1|2023-03-12
avg_clade-2x1.0	cluster_381395	3	CHN/HLJCDC-0800/2023|C_AA011304.1|2023-04-03,CHN/HLJCDC-0936/2023|C_AA011432.1|2023-04-10,CHN/HLJCDC-0760/2023|C_AA003775.1|2023-03-27
avg_clade-2x1.0	cluster_390974	5	CHN/HLJCDC-0708/2023|C_AA003726.1|2023-03-26,CHN/HLJCDC-0633/2023|C_AA003268.1|2023-03-20,CHN/HLJCDC-0637/2023|C_AA003272.1|2023-03-20,CHN/HLJCDC-0566/2023|C_AA003206.1|2023-03-10,CHN/HLJCDC-0565/2023|C_AA003205.1|2023-03-10
avg_clade-2x1.0	cluster_351638	1	USA/VT-23-002400-WGS-02/2023|OQ779116.1|2023-03-17
avg_clade-2x1.0	cluster_359170	3	USA/PA-CDC-QDX47595425/2023|OQ655510.1|2023-03-04,USA/NY-CDC-QDX48247453/2023|OQ782637.1|2023-03-22,USA/PA-CDC-LC1025045/2023|OQ642838.1|2023-03-02
avg_clade-2x1.0	cluster_348900	2	USA/IL-CDC-VSX-A064632/2023|OQ651851.1|2023-03-08,USA/NY-CDC-QDX48043152/2023|OQ713349.1|2023-03-16
avg_clade-2x1.0	singleton_221277	1	England/PHEP-YYGP9YB/2023|2023-03-02
avg_clade-2x1.0	cluster_362687	1	England/PHEC-YYEXFOW/2023|2023-03-16
avg_clade-2x1.0	cluster_396742	1	USA/WA-CDC-UW23030607141/2023|OQ674561.1|2023-03-06
avg_clade-2x1.0	cluster_352428	2	USA/ME-CDC-VSX-A065348/2023|OQ748800.1|2023-03-27,USA/ME-CDC-VSX-A065095/2023|OQ691873.1|2023-03-16
avg_clade-2x1.0	cluster_399898	4	USA/OH-CDC-QDX47772102/2023|OQ684576.1|2023-03-08,USA/OH-CDC-QDX47771428/2023|OQ684817.1|2023-03-10,USA/OH-CDC-QDX47870866/2023|OQ705698.1|2023-03-13,USA/OH-CDC-QDX47870823/2023|OQ705478.1|2023-03-13
avg_clade-2x1.0	cluster_364094	3	England/PHEC-YYEJ4S9/2023|2023-03-04,Scotland/SCOT-27905/2023|OX462476.1|2023-03-07,Scotland/SCOT-27905/2023|2023-03-07
avg_clade-2x1.0	singleton_249354	1	USA/NJ-CDC-LC1034461/2023|OQ802376.1|2023-03-27
avg_clade-2x1.0	singleton_268046	1	CHN/LNCDC-087-1/2023|C_AA009416.1|2023-03-28
avg_clade-2x1.0	cluster_385199	1	England/PHEP-YYGP73O/2023|2023-03-03
avg_clade-2x1.0	singleton_272224	1	USA/LA-CDC-QDX47771533/2023|OQ684976.1|2023-03-11
avg_clade-2x1.0	cluster_402737	1	USA/FL-CDC-VSX-A064484/2023|OQ651639.1|2023-03-06
avg_clade-2x1.0	cluster_353668	3	USA/AZ-CDC-LC1034840/2023|OQ808296.1|2023-03-27,USA/TX-CDC-QDX47418226/2023|OQ644192.1|2023-03-01,USA/TX-CDC-QDX47418225/2023|OQ643946.1|2023-03-01
avg_clade-2x1.0	cluster_390806	2	CHN/GSCDC-0096/2023|C_AA003096.1|2023-03-07,CHN/GSCDC-0098/2023|C_AA003097.1|2023-03-07
avg_clade-2x1.0	cluster_365451	3	USA/CA-CDC-QDX48365600/2023|OQ783238.1|2023-03-21,USA/TX-CDC-QDX47973780/2023|OQ712872.1|2023-03-14,USA/CA-CDC-QDX48733831/2023|OQ827742.1|2023-04-03
avg_clade-2x1.0	cluster_162930	1	USA/NE-NM_L363114098/2023|OQ759273.1|2023-03-12
avg_clade-2x1.0	cluster_339258	1	BHR/910127417/2023|OQ781643.1|2023-03-14
avg_clade-2x1.0	cluster_340316	18	England/PHEP-YYGTE5A/2023|2023-03-24,England/BRBR-32712575/2023|OX461274.1|2023-03-24,England/BRBR-326F1C69/2023|OX452064.1|2023-03-01,England/PHEP-YYGXN5D/2023|2023-03-06,England/PHEC-YYEMDZO/2023|2023-03-09,England/DHSC-CYFJEIK/2023|2023-03-14,England/DHSC-CYGP7SK/2023|2023-03-16,England/DHSC-CYY1MCC/2023|2023-03-23,England/PHEP-YYGTXGH/2023|2023-03-26,England/PHEP-YYGTJGN/2023|2023-03-21,England/PHEP-YYGOHFU/2023|2023-03-17,England/PHEP-YYGO5ZX/2023|2023-03-20,England/PHEP-YYGT9FQ/2023|2023-03-31,England/PHEC-YYEOSR3/2023|2023-03-26,England/DHSC-CYRXNYO/2023|2023-03-07,England/BRBR-326FB661/2023|OX455453.1|2023-03-08,England/BRBR-326FB546/2023|OX454696.1|2023-03-08,England/BRBR-326FB607/2023|OX453802.1|2023-03-08
avg_clade-2x1.0	cluster_396446	2	USA/NJ-CDC-QDX47594365/2023|OQ655462.1|2023-03-04,USA/FL-CDC-QDX48496899/2023|OQ825643.1|2023-03-29
avg_clade-2x1.0	cluster_400429	1	Wales/PHWC-PKQ6SI/2023|2023-03-21
avg_clade-2x1.0	cluster_341850	1	England/PHEC-YYEPCI8/2023|2023-03-13
avg_clade-2x1.0	cluster_353821	9	USA/CA-CDC-QDX47644444/2023|OQ656125.1|2023-03-07,USA/CA-CDC-QDX47771730/2023|OQ684317.1|2023-03-08,USA/CA-CDC-QDX47771731/2023|OQ684344.1|2023-03-08,USA/CA-CDC-QDX47771729/2023|OQ684481.1|2023-03-08,USA/CA-CDC-QDX47771728/2023|OQ684439.1|2023-03-08,USA/WA-UW-23030264747/2023|OQ673751.1|2023-03-02,USA/WA-UW-23030280442/2023|OQ673779.1|2023-03-02,USA/WA-UW-23030211031/2023|OQ673804.1|2023-03-02,USA/HI-CDC-QDX48365922/2023|OQ783166.1|2023-03-25
avg_clade-2x1.0	cluster_364703	3	USA/TX-CDC-QDX48496869/2023|OQ825581.1|2023-03-29,USA/TX-CDC-QDX48496870/2023|OQ825592.1|2023-03-29,USA/OH-CDC-QDX48366184/2023|OQ783590.1|2023-03-25
avg_clade-2x1.0	singleton_265798	1	USA/NY-CDC-LC1025790/2023|OQ642872.1|2023-03-02
avg_clade-2x1.0	cluster_352535	1	CHN/TYCDC-041/2023|C_AA008424.1|2023-03-02
avg_clade-2x1.0	singleton_244504	1	USA/TX-CDC-QDX48043433/2023|OQ713432.1|2023-03-17
avg_clade-2x1.0	cluster_351279	8	USA/CA-CDC-LC1032993/2023|OQ734082.1|2023-03-22,England/PHEC-YYEUSJJ/2023|2023-04-07,England/PHEC-YYEOIN6/2023|2023-03-25,England/PHEC-YYEOIR4/2023|2023-03-26,England/PHEC-YYEX6DS/2023|2023-03-22,England/PHEC-YYEXO1F/2023|2023-03-21,England/PHEC-YYEPH4P/2023|2023-03-07,England/PHEC-YYEQ7PF/2023|2023-03-18
avg_clade-2x1.0	cluster_312010	3	England/DHSC-CYRP1QE/2023|2023-03-17,England/DHSC-CYRK9RI/2023|2023-03-17,England/DHSC-CYF15DJ/2023|2023-03-08
avg_clade-2x1.0	cluster_353510	1	USA/CA-CDC-QDX48637405/2023|OQ827667.1|2023-04-02
avg_clade-2x1.0	cluster_393662	45	USA/TX-CDC-QDX47595294/2023|OQ655377.1|2023-03-03,England/PHEC-YYE13O3/2023|2023-04-03,USA/NJ-CDC-VSX-A063044/2023|OQ609501.1|2023-03-02,England/PHEC-YYEJ7RB/2023|2023-03-03,England/BRBR-326FF436/2023|OX456108.1|2023-03-07,England/BRBR-326FF384/2023|OX456063.1|2023-03-07,England/BRBR-326FF472/2023|OX456300.1|2023-03-07,England/BRBR-326FF32A/2023|OX455986.1|2023-03-07,England/BRBR-326FF120/2023|OX456245.1|2023-03-07,England/BRBR-326FED69/2023|OX455834.1|2023-03-07,England/BRBR-326FF2C3/2023|OX455916.1|2023-03-07,England/BRBR-326FEDC3/2023|OX455923.1|2023-03-07,England/BRBR-326FF4CD/2023|OX456132.1|2023-03-07,Scotland/SCOT-29612/2023|2023-04-07,England/PHEC-YYEXQ9P/2023|2023-03-21,England/PHEC-YYE1JI9/2023|2023-03-31,England/PHEC-YYE1J9M/2023|2023-03-31,Switzerland/VD-CHUV-GEN16488/2023|OX464024.1|2023-03-31,England/PLYM-3270C4AE/2023|OX459401.1|2023-03-17,England/PHEP-YYGT7Y4/2023|2023-03-26,England/PLYM-32708466/2023|OX458659.1|2023-03-15,England/PLYM-3270C4AE/2023|2023-03-17,England/PHEP-YYGXUHO/2023|2023-03-08,England/PLYM-32702587/2023|OX455843.1|2023-03-10,England/PLYM-32708466/2023|2023-03-15,England/PLYM-327063E3/2023|OX458697.1|2023-03-14,England/PLYM-327063E3/2023|2023-03-14,England/BRBR-3270909E/2023|2023-03-15,England/BRBR-32711127/2023|2023-03-22,England/BRBR-3271129D/2023|2023-03-21,England/BRBR-3270909E/2023|OX458722.1|2023-03-15,England/BRBR-32711127/2023|OX461815.1|2023-03-22,England/BRBR-3271129D/2023|OX461537.1|2023-03-21,England/BRBR-327085EB/2023|OX458564.1|2023-03-15,England/PHEC-YYEWU69/2023|2023-04-11,England/PHEC-YYE1S6Y/2023|2023-04-01,England/PHEC-YYEP9N5/2023|2023-03-15,England/PHEC-YYEQ4AT/2023|2023-03-15,England/BRBR-327047DA/2023|OX457222.1|2023-03-13,England/PHEP-YYG1PRY/2023|2023-04-06,England/PHEP-YYGOEJ9/2023|2023-03-15,England/BRBR-326F321A/2023|OX452295.1|2023-03-03,England/BRBR-326FB50A/2023|OX454663.1|2023-03-06,England/PHEC-YYEPQOX/2023|2023-03-15,England/PHEC-YYEP133/2023|2023-03-15
