strain	date	iso_year	iso_week_nr	iso_week	S1_mutations	clade_membership	country	country_exposure	division	division_exposure	emerging_lineage	lineage	mutational_fitness	recency	region	region_exposure	author	accession	Health_region	location	originating_lab	submitting_lab	logistic_growth	Representative_sampling
Portugal/PT26262/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Braganca	Braganca	B.1.1.529 (Omicron)	BA.1	0.86	One month ago	Europe	Europe	INSA		NORTE	Macedo de Cavaleiros	ULSNE - Braganca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.00	Weekly
Portugal/PT26673/2022	2022-01-25	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.86	One week ago	Europe	Europe	INSA		NORTE	Gondomar	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.00	Weekly
Portugal/PT26226/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.86	One month ago	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.00	Weekly
Portugal/PT26227/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.86	One month ago	Europe	Europe	INSA		ACORES-RA	Angra do Heroismo	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.00	Weekly
Portugal/PT26644/2022	2022-01-25	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1	0.86	One week ago	Europe	Europe	INSA		NORTE	Esposende	H Braga	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.00	Weekly
Portugal/PT27860/2022	2022-02-08	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Aveiro	Aveiro	B.1.1.529 (Omicron)	BA.1	0.86	New	Europe	Europe	INSA		CENTRO	Agueda	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.00	Weekly
Portugal/PT26089/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1	0.86	One month ago	Europe	Europe	INSA		NORTE	Fafe	H Guimaraes	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	8.00	Weekly
Portugal/PT26789/2022	2022-01-21	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.88	One week ago	Europe	Europe	INSA		ACORES-RA	Ponta Delgada	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.25	Weekly
Portugal/PT27349/2022	2022-01-31	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.88	3-7 days ago	Europe	Europe	INSA		ACORES-RA	Lagoa - I S Miguel	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.25	Weekly
Portugal/PT26798/2022	2022-01-23	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.88	One week ago	Europe	Europe	INSA		ACORES-RA	Ponta Delgada	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.25	Weekly
Portugal/PT25522/2022	2022-01-11	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Leiria	Leiria	B.1.1.529 (Omicron)	BA.1	0.84	One month ago	Europe	Europe	INSA		CENTRO	Leiria	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.25	Weekly
Portugal/PT26436/2022	2022-01-24	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Coimbra	Coimbra	B.1.1.529 (Omicron)	BA.1	0.84	One week ago	Europe	Europe	INSA		CENTRO	Coimbra	LAC UCoimbra	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.25	Weekly
Portugal/PT26065/2022	2022-01-18	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.84	One month ago	Europe	Europe	INSA		NORTE	Porto	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.25	Weekly
Portugal/PT28022/2022	2022-02-08	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Braganca	Braganca	B.1.1.529 (Omicron)	BA.1	0.84	New	Europe	Europe	INSA		NORTE	Vila Flor	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.25	Weekly
Portugal/PT26168/2022	2022-01-18	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.84	One month ago	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.03	Weekly
Portugal/PT27829/2022	2022-02-05	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.83	New	Europe	Europe	INSA		NORTE	Paredes	CH Tamega e Sousa	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.03	Weekly
Portugal/PT26711/2022	2022-01-25	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.84	One week ago	Europe	Europe	INSA		NORTE	Amarante	CH Tamega e Sousa	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.03	Weekly
Portugal/PT27521/2022	2022-01-30	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.84	3-7 days ago	Europe	Europe	INSA		ALGARVE	Monchique	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.03	Weekly
Portugal/PT25902/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Santarem	Santarem	B.1.1.529 (Omicron)	BA.1	0.84	One month ago	Europe	Europe	INSA		LX V TEJO	Santarem	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.03	Weekly
Portugal/PT27856/2022	2022-02-07	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Leiria	Leiria	B.1.1.529 (Omicron)	BA.1	0.84	New	Europe	Europe	INSA		CENTRO	Porto de Mos	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.03	Weekly
Portugal/PT27311/2022	2022-01-31	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.83	3-7 days ago	Europe	Europe	INSA		NORTE	Gondomar	CHU Sao Joao, Porto	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.26	Weekly
Portugal/PT27784/2022	2022-02-06	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Aveiro	Aveiro	B.1.1.529 (Omicron)	BA.1	0.83	New	Europe	Europe	INSA		NORTE	Santa Maria da Feira	CHEDV	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.26	Weekly
Portugal/PT25363/2022	2022-01-10	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		ALENTEJO	Santiago do Cacem	ULS Litoral Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.26	Weekly
Portugal/PT25415/2022	2022-01-11	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	One month ago	Europe	Europe	INSA		LX V TEJO	Oeiras	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT27775/2022	2022-02-07	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1	0.83	New	Europe	Europe	INSA		NORTE	Vieira do Minho	H Braga	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT26271/2022	2022-01-18	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Braganca	Braganca	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		NORTE	Alfandega da Fe	ULSNE - Braganca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT25503/2022	2022-01-10	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		NORTE	Felgueiras	H Guimaraes	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT25713/2022	2022-01-10	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Vila Real	Vila Real	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		NORTE	Vila Real	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT26833/2022	2022-01-24	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.83	One week ago	Europe	Europe	INSA		ALGARVE	Faro	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT26021/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		ALENTEJO	Vidigueira	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT26511/2022	2022-01-23	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.83	One week ago	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT26542/2022	2022-01-24	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.83	One week ago	Europe	Europe	INSA		ALENTEJO	Vidigueira	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT26532/2022	2022-01-24	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.83	One week ago	Europe	Europe	INSA		ALENTEJO	Vidigueira	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT25972/2022	2022-01-18	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Evora	Evora	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		ALENTEJO	Evora	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT27534/2022	2022-01-31	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Viana do Castelo	Viana do Castelo	B.1.1.529 (Omicron)	BA.1	0.84	3-7 days ago	Europe	Europe	INSA		NORTE	Caminha	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT27091/2022	2022-01-31	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Santarem	Santarem	B.1.1.529 (Omicron)	BA.1	0.83	3-7 days ago	Europe	Europe	INSA		LX V TEJO	Santarem	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT25998/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		LX V TEJO	Alenquer	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT26081/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		NORTE	Braga	H Braga	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT26129/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		ALGARVE	Faro	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT27327/2022	2022-01-31	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1	0.83	3-7 days ago	Europe	Europe	INSA		NORTE	Braga	H Braga	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT28037/2022	2022-02-07	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1	0.83	New	Europe	Europe	INSA		NORTE	Guimaraes	H Guimaraes	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.17	Weekly
Portugal/PT25726/2022	2022-01-10	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Aveiro	Aveiro	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		CENTRO	Aveiro	Avelab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	-0.01	Weekly
Portugal/PT26903/2022	2022-01-24	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.85	One week ago	Europe	Europe	INSA		LX V TEJO	Lisboa	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.36	Weekly
Portugal/PT27951/2022	2022-02-08	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.83	New	Europe	Europe	INSA		LX V TEJO	Lisboa	CHULN - H Santa Maria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.36	Weekly
Portugal/PT27489/2022	2022-01-30	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.83	3-7 days ago	Europe	Europe	INSA		ACORES-RA	Praia da Vitoria	SEEBMO	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.36	Weekly
Portugal/PT27335/2022	2022-01-30	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.83	3-7 days ago	Europe	Europe	INSA		ACORES-RA	Ribeira Grande	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.36	Weekly
Portugal/PT27345/2022	2022-01-31	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.84	3-7 days ago	Europe	Europe	INSA		ACORES-RA	Ponta Delgada	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.36	Weekly
Portugal/PT26241/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		ACORES-RA	Ponta Delgada	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.36	Weekly
Portugal/PT26800/2022	2022-01-23	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.84	One week ago	Europe	Europe	INSA		ACORES-RA	Ponta Delgada	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.36	Weekly
Portugal/PT25646/2022	2022-01-11	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Acores	Acores	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		ACORES-RA	Ribeira Grande	H Divino Espirito Santo - Ponta Delgada	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.36	Weekly
Portugal/PT27417/2022	2022-02-01	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Coimbra	Coimbra	B.1.1.529 (Omicron)	BA.1	0.83	3-7 days ago	Europe	Europe	INSA		CENTRO	Miranda do Corvo	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT26974/2022	2022-01-24	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Braga	Braga	B.1.1.529 (Omicron)	BA.1	0.84	One week ago	Europe	Europe	INSA		NORTE	Guimaraes	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25808/2022	2022-01-10	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Madeira	Madeira	B.1.1.529 (Omicron)	BA.1	0.84	One month ago	Europe	Europe	INSA		MADEIRA-RA	Machico	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT27160/2022	2022-01-28	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.83	3-7 days ago	Europe	Europe	INSA		LX V TEJO	Amadora	H Fernando Fonseca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT26375/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Madeira	Madeira	B.1.1.529 (Omicron)	BA.1	0.84	One month ago	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25934/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		LX V TEJO	Loures	CH Lisboa Central	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25930/2022	2022-01-16	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		LX V TEJO	Lisboa	CH Lisboa Central	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT26371/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Madeira	Madeira	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25942/2022	2022-01-18	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Santarem	Santarem	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		LX V TEJO	Torres Novas	CH Lisboa Central	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25943/2022	2022-01-18	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		LX V TEJO	Azambuja	CH Lisboa Central	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25937/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		NORTE	Felgueiras	CH Lisboa Central	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT27053/2022	2022-01-30	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.83	3-7 days ago	Europe	Europe	INSA		LX V TEJO	Alenquer	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT27130/2022	2022-02-01	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.84	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Almada	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT27995/2022	2022-02-06	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.83	New	Europe	Europe	INSA		ALENTEJO	Ferreira do Alentejo	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT26192/2022	2022-01-13	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		CENTRO	Viseu	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT26196/2022	2022-01-14	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		CENTRO	Castro Daire	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT26200/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Viseu	Viseu	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		CENTRO	Sao Pedro do Sul	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT27428/2022	2022-01-31	2022	5	2022W05	28.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.85	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Setubal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT26534/2022	2022-01-24	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.83	One week ago	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT26553/2022	2022-01-25	2022	4	2022W04	28.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.83	One week ago	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25748/2022	2022-01-10	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		LX V TEJO	Setubal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25398/2022	2022-01-11	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25391/2022	2022-01-10	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT27990/2022	2022-02-06	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Beja	Beja	B.1.1.529 (Omicron)	BA.1	0.83	New	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT27687/2022	2022-02-07	2022	6	2022W06	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.83	New	Europe	Europe	INSA		LX V TEJO	Lisboa	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25412/2022	2022-01-11	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Lisboa	Lisboa	B.1.1.529 (Omicron)	BA.1	0.84	One month ago	Europe	Europe	INSA		LX V TEJO	Lisboa	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25399/2022	2022-01-11	2022	2	2022W02	27.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT25956/2022	2022-01-18	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.83	One month ago	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
Portugal/PT26575/2022	2022-01-23	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.83	One week ago	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	0.14	Weekly
